discipline_title,slug_game,event_title,event_gender,medal_type,participant_type,participant_title,athlete_url,athlete_full_name,country_name,country_code,country_3_letter_code
Nordic Combined,beijing-2022,Individual Gundersen Large Hill/10km,Men,SILVER,Athlete,,https://olympics.com/en/athletes/jens-luraas-oftebro,Jens Luraas OFTEBRO,Norway,NO,NOR
Nordic Combined,beijing-2022,Team Gundersen Large Hill/4x5km,Men,GOLD,GameTeam,Norway,,,Norway,NO,NOR
Nordic Combined,beijing-2022,Team Gundersen Large Hill/4x5km,Men,SILVER,GameTeam,Germany,,,Germany,DE,GER
Nordic Combined,beijing-2022,Team Gundersen Large Hill/4x5km,Men,BRONZE,GameTeam,Japan,,,Japan,JP,JPN
Bobsleigh,beijing-2022,4-man,Open,GOLD,GameTeam,Germany,,,Germany,DE,GER
Bobsleigh,beijing-2022,4-man,Open,SILVER,GameTeam,Germany,,,Germany,DE,GER
Bobsleigh,beijing-2022,4-man,Open,BRONZE,GameTeam,Canada,,,Canada,CA,CAN
Bobsleigh,beijing-2022,Women's Monobob,Women,SILVER,Athlete,,https://olympics.com/en/athletes/elana-meyers-taylor,Elana MEYERS TAYLOR,United States of America,US,USA
Bobsleigh,beijing-2022,Women's Monobob,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/christine-de-bruin,Christine DE BRUIN,Canada,CA,CAN
Bobsleigh,beijing-2022,Women's Monobob,Women,GOLD,Athlete,,https://olympics.com/en/athletes/kaillie-humphries,Kaillie HUMPHRIES,United States of America,US,USA
Bobsleigh,beijing-2022,2-man,Men,GOLD,GameTeam,Germany,https://olympics.com/en/athletes/francesco-friedrich,Francesco FRIEDRICH,Germany,DE,GER
Bobsleigh,beijing-2022,2-man,Men,GOLD,GameTeam,Germany,https://olympics.com/en/athletes/thorsten-margis,Thorsten MARGIS,Germany,DE,GER
Bobsleigh,beijing-2022,2-man,Men,SILVER,GameTeam,Germany,https://olympics.com/en/athletes/johannes-lochner,Johannes LOCHNER,Germany,DE,GER
Bobsleigh,beijing-2022,2-man,Men,SILVER,GameTeam,Germany,https://olympics.com/en/athletes/florian-bauer,Florian BAUER,Germany,DE,GER
Bobsleigh,beijing-2022,2-man,Men,BRONZE,GameTeam,Germany,https://olympics.com/en/athletes/christoph-hafer,Christoph HAFER,Germany,DE,GER
Bobsleigh,beijing-2022,2-man,Men,BRONZE,GameTeam,Germany,https://olympics.com/en/athletes/matthias-sommer,Matthias SOMMER,Germany,DE,GER
Bobsleigh,beijing-2022,2-woman,Women,GOLD,GameTeam,Germany,https://olympics.com/en/athletes/laura-nolte,Laura NOLTE,Germany,DE,GER
Bobsleigh,beijing-2022,2-woman,Women,GOLD,GameTeam,Germany,https://olympics.com/en/athletes/deborah-levi,Deborah LEVI,Germany,DE,GER
Bobsleigh,beijing-2022,2-woman,Women,SILVER,GameTeam,Germany,https://olympics.com/en/athletes/mariama-jamanka,Mariama JAMANKA,Germany,DE,GER
Bobsleigh,beijing-2022,2-woman,Women,SILVER,GameTeam,Germany,https://olympics.com/en/athletes/alexandra-burghardt,Alexandra BURGHARDT,Germany,DE,GER
Bobsleigh,beijing-2022,2-woman,Women,BRONZE,GameTeam,United States of America,https://olympics.com/en/athletes/elana-meyers-taylor,Elana MEYERS TAYLOR,United States of America,US,USA
Bobsleigh,beijing-2022,2-woman,Women,BRONZE,GameTeam,United States of America,https://olympics.com/en/athletes/sylvia-hoffman,Sylvia HOFFMAN,United States of America,US,USA
Shooting,tokyo-2020,Trap Mixed Team,Mixed,GOLD,GameTeam,Spain,https://olympics.com/en/athletes/fatima-galvez,Fatima GALVEZ,Spain,ES,ESP
Shooting,tokyo-2020,Trap Mixed Team,Mixed,GOLD,GameTeam,Spain,https://olympics.com/en/athletes/alberto-fernandez-1,Alberto FERNANDEZ,Spain,ES,ESP
Shooting,tokyo-2020,Trap Mixed Team,Mixed,SILVER,GameTeam,San Marino,https://olympics.com/en/athletes/alessandra-perilli,Alessandra PERILLI,San Marino,SM,SMR
Shooting,tokyo-2020,Trap Mixed Team,Mixed,SILVER,GameTeam,San Marino,https://olympics.com/en/athletes/gian-marco-berti,Gian Marco BERTI,San Marino,SM,SMR
Shooting,tokyo-2020,Trap Mixed Team,Mixed,BRONZE,GameTeam,United States of America,https://olympics.com/en/athletes/madelynn-ann-bernau,Madelynn Ann BERNAU,United States of America,US,USA
Shooting,tokyo-2020,Trap Mixed Team,Mixed,BRONZE,GameTeam,United States of America,https://olympics.com/en/athletes/brian-burrows,Brian BURROWS,United States of America,US,USA
Shooting,tokyo-2020,50m Rifle 3 Positions women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/yulia-zykova,Yulia ZYKOVA,ROC,ROC,ROC
Shooting,tokyo-2020,50m Rifle 3 Positions women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/yulia-karimova,Yulia KARIMOVA,ROC,ROC,ROC
Shooting,tokyo-2020,50m Rifle 3 Positions women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/nina-christen,Nina CHRISTEN,Switzerland,CH,SUI
Shooting,tokyo-2020,50m Rifle 3 Positions Men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/milenko-sebic,Milenko SEBIC,Serbia,RS,SRB
Shooting,tokyo-2020,50m Rifle 3 Positions Men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/changhong-zhang,Changhong ZHANG,People's Republic of China,CN,CHN
Shooting,tokyo-2020,50m Rifle 3 Positions Men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/sergey-kamenskiy,Sergey KAMENSKIY,ROC,ROC,ROC
Shooting,tokyo-2020,25m Rapid Fire Pistol Men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/jean-quiquampoix,Jean QUIQUAMPOIX,France,FR,FRA
Shooting,tokyo-2020,25m Rapid Fire Pistol Men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/leuris-pupo,Leuris PUPO,Cuba,CU,CUB
Shooting,tokyo-2020,25m Rapid Fire Pistol Men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/yuehong-li,Yuehong LI,People's Republic of China,CN,CHN
Shooting,tokyo-2020,10m Air Rifle Men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/haoran-yang,Haoran YANG,People's Republic of China,CN,CHN
Shooting,tokyo-2020,10m Air Rifle Men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/lihao-sheng,Lihao SHENG,People's Republic of China,CN,CHN
Shooting,tokyo-2020,10m Air Rifle Men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/william-shaner,William SHANER,United States of America,US,USA
Shooting,tokyo-2020,10m Air Rifle women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/nina-christen,Nina CHRISTEN,Switzerland,CH,SUI
Shooting,tokyo-2020,10m Air Rifle women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/qian-yang,Qian YANG,People's Republic of China,CN,CHN
Shooting,tokyo-2020,10m Air Rifle women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/anastasiia-galashina,Anastasiia GALASHINA,ROC,ROC,ROC
Shooting,tokyo-2020,Trap Men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/jiri-liptak,Jiri LIPTAK,Czech Republic,CZ,CZE
Shooting,tokyo-2020,Trap Men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/david-kostelecky,David KOSTELECKY,Czech Republic,CZ,CZE
Shooting,tokyo-2020,Trap Men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/matthew-john-coward-holley,Matthew John COWARD HOLLEY,Great Britain,GB,GBR
Shooting,tokyo-2020,Skeet women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/diana-bacosi,Diana BACOSI,Italy,IT,ITA
Shooting,tokyo-2020,Skeet women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/meng-wei,Meng WEI,People's Republic of China,CN,CHN
Shooting,tokyo-2020,Skeet women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/amber-english,Amber ENGLISH,United States of America,US,USA
Shooting,tokyo-2020,Trap women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/alessandra-perilli,Alessandra PERILLI,San Marino,SM,SMR
Shooting,tokyo-2020,Trap women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/zuzana-stefecekova,Zuzana STEFECEKOVA,Slovakia,SK,SVK
Shooting,tokyo-2020,Trap women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/kayle-browning,Kayle BROWNING,United States of America,US,USA
Shooting,tokyo-2020,10m Air Pistol women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/vitalina-batsarashkina,Vitalina BATSARASHKINA,ROC,ROC,ROC
Shooting,tokyo-2020,10m Air Pistol women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/antoaneta-boneva,Antoaneta BONEVA,Bulgaria,BG,BUL
Shooting,tokyo-2020,10m Air Pistol women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/ranxin-jiang,Ranxin JIANG,People's Republic of China,CN,CHN
Shooting,tokyo-2020,10m Air Rifle Mixed Team,Mixed,GOLD,GameTeam,People's Republic of China 1,https://olympics.com/en/athletes/qian-yang,Qian YANG,People's Republic of China,CN,CHN
Shooting,tokyo-2020,10m Air Rifle Mixed Team,Mixed,GOLD,GameTeam,People's Republic of China 1,https://olympics.com/en/athletes/haoran-yang,Haoran YANG,People's Republic of China,CN,CHN
Shooting,tokyo-2020,10m Air Rifle Mixed Team,Mixed,SILVER,GameTeam,United States of America 1,https://olympics.com/en/athletes/mary-carolynn-tucker,Mary Carolynn TUCKER,United States of America,US,USA
Shooting,tokyo-2020,10m Air Rifle Mixed Team,Mixed,SILVER,GameTeam,United States of America 1,https://olympics.com/en/athletes/lucas-kozeniesky,Lucas KOZENIESKY,United States of America,US,USA
Shooting,tokyo-2020,10m Air Rifle Mixed Team,Mixed,BRONZE,GameTeam,ROC 2,https://olympics.com/en/athletes/yulia-karimova,Yulia KARIMOVA,ROC,ROC,ROC
Shooting,tokyo-2020,10m Air Rifle Mixed Team,Mixed,BRONZE,GameTeam,ROC 2,https://olympics.com/en/athletes/sergey-kamenskiy,Sergey KAMENSKIY,ROC,ROC,ROC
Shooting,tokyo-2020,25m Pistol Women,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/jiaruixuan-xiao,Jiaruixuan XIAO,People's Republic of China,CN,CHN
Shooting,tokyo-2020,25m Pistol Women,Women,GOLD,Athlete,,https://olympics.com/en/athletes/vitalina-batsarashkina,Vitalina BATSARASHKINA,ROC,ROC,ROC
Shooting,tokyo-2020,25m Pistol Women,Women,SILVER,Athlete,,https://olympics.com/en/athletes/minjung-kim,Minjung KIM,Republic of Korea,KR,KOR
Shooting,tokyo-2020,10m Air Pistol Men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/damir-mikec,Damir MIKEC,Serbia,RS,SRB
Shooting,tokyo-2020,10m Air Pistol Men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/wei-pang,Wei PANG,People's Republic of China,CN,CHN
Shooting,tokyo-2020,10m Air Pistol Men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/javad-foroughi,Javad FOROUGHI,Islamic Republic of Iran,IR,IRI
Shooting,tokyo-2020,10m Air Pistol Mixed Team,Mixed,GOLD,GameTeam,People's Republic of China 1,https://olympics.com/en/athletes/ranxin-jiang,Ranxin JIANG,People's Republic of China,CN,CHN
Shooting,tokyo-2020,10m Air Pistol Mixed Team,Mixed,GOLD,GameTeam,People's Republic of China 1,https://olympics.com/en/athletes/wei-pang,Wei PANG,People's Republic of China,CN,CHN
Shooting,tokyo-2020,10m Air Pistol Mixed Team,Mixed,SILVER,GameTeam,ROC 1,https://olympics.com/en/athletes/vitalina-batsarashkina,Vitalina BATSARASHKINA,ROC,ROC,ROC
Shooting,tokyo-2020,10m Air Pistol Mixed Team,Mixed,SILVER,GameTeam,ROC 1,https://olympics.com/en/athletes/artem-chernousov,Artem CHERNOUSOV,ROC,ROC,ROC
Shooting,tokyo-2020,10m Air Pistol Mixed Team,Mixed,BRONZE,GameTeam,Ukraine,https://olympics.com/en/athletes/olena-kostevych,Olena KOSTEVYCH,Ukraine,UA,UKR
Shooting,tokyo-2020,10m Air Pistol Mixed Team,Mixed,BRONZE,GameTeam,Ukraine,https://olympics.com/en/athletes/oleh-omelchuk,Oleh OMELCHUK,Ukraine,UA,UKR
Shooting,tokyo-2020,Skeet Men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/abdullah-alrashidi-x5661,Abdullah ALRASHIDI,Kuwait,KW,KUW
Shooting,tokyo-2020,Skeet Men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/vincent-hancock,Vincent HANCOCK,United States of America,US,USA
Shooting,tokyo-2020,Skeet Men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/jesper-hansen,Jesper HANSEN,Denmark,DK,DEN
Diving,tokyo-2020,Men's Synchronised 3m Springboard,Men,GOLD,GameTeam,China,https://olympics.com/en/athletes/zongyuan-wang,Zongyuan WANG,People's Republic of China,CN,CHN
Diving,tokyo-2020,Men's Synchronised 3m Springboard,Men,GOLD,GameTeam,China,https://olympics.com/en/athletes/siyi-xie,Siyi XIE,People's Republic of China,CN,CHN
Diving,tokyo-2020,Men's Synchronised 3m Springboard,Men,SILVER,GameTeam,United States,https://olympics.com/en/athletes/andrew-capobianco,Andrew CAPOBIANCO,United States of America,US,USA
Diving,tokyo-2020,Men's Synchronised 3m Springboard,Men,SILVER,GameTeam,United States,https://olympics.com/en/athletes/mike-hixon,Mike HIXON,United States of America,US,USA
Diving,tokyo-2020,Men's Synchronised 3m Springboard,Men,BRONZE,GameTeam,Germany,https://olympics.com/en/athletes/patrick-hausding,Patrick HAUSDING,Germany,DE,GER
Diving,tokyo-2020,Men's Synchronised 3m Springboard,Men,BRONZE,GameTeam,Germany,https://olympics.com/en/athletes/lars-rudiger,Lars RUDIGER,Germany,DE,GER
Diving,tokyo-2020,Women's Synchronised 3m Springboard,Women,GOLD,GameTeam,China,https://olympics.com/en/athletes/tingmao-shi,Tingmao SHI,People's Republic of China,CN,CHN
Diving,tokyo-2020,Women's Synchronised 3m Springboard,Women,GOLD,GameTeam,China,https://olympics.com/en/athletes/han-wang,Han WANG,People's Republic of China,CN,CHN
Diving,tokyo-2020,Women's Synchronised 3m Springboard,Women,SILVER,GameTeam,Canada,https://olympics.com/en/athletes/jennifer-abel,Jennifer ABEL,Canada,CA,CAN
Diving,tokyo-2020,Women's Synchronised 3m Springboard,Women,SILVER,GameTeam,Canada,https://olympics.com/en/athletes/melissa-citrini-beaulieu,Melissa CITRINI BEAULIEU,Canada,CA,CAN
Diving,tokyo-2020,Women's Synchronised 3m Springboard,Women,BRONZE,GameTeam,Germany,https://olympics.com/en/athletes/lena-hentschel,Lena HENTSCHEL,Germany,DE,GER
Diving,tokyo-2020,Women's Synchronised 3m Springboard,Women,BRONZE,GameTeam,Germany,https://olympics.com/en/athletes/tina-punzel,Tina PUNZEL,Germany,DE,GER
Diving,tokyo-2020,Men's Synchronised 10m Platform,Men,GOLD,GameTeam,Great Britain,https://olympics.com/en/athletes/thomas-daley,Thomas DALEY,Great Britain,GB,GBR
Diving,tokyo-2020,Men's Synchronised 10m Platform,Men,GOLD,GameTeam,Great Britain,https://olympics.com/en/athletes/matty-lee,Matty LEE,Great Britain,GB,GBR
Diving,tokyo-2020,Men's Synchronised 10m Platform,Men,SILVER,GameTeam,China,https://olympics.com/en/athletes/yuan-cao,Yuan CAO,People's Republic of China,CN,CHN
Diving,tokyo-2020,Men's Synchronised 10m Platform,Men,SILVER,GameTeam,China,https://olympics.com/en/athletes/aisen-chen,Aisen CHEN,People's Republic of China,CN,CHN
Diving,tokyo-2020,Men's Synchronised 10m Platform,Men,BRONZE,GameTeam,ROC,https://olympics.com/en/athletes/aleksandr-bondar,Aleksandr BONDAR,ROC,ROC,ROC
Diving,tokyo-2020,Men's Synchronised 10m Platform,Men,BRONZE,GameTeam,ROC,https://olympics.com/en/athletes/viktor-minibaev,Viktor MINIBAEV,ROC,ROC,ROC
Diving,tokyo-2020,Men's 3m Springboard,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/jack-laugher,Jack LAUGHER,Great Britain,GB,GBR
Diving,tokyo-2020,Men's 3m Springboard,Men,SILVER,Athlete,,https://olympics.com/en/athletes/zongyuan-wang,Zongyuan WANG,People's Republic of China,CN,CHN
Diving,tokyo-2020,Men's 3m Springboard,Men,GOLD,Athlete,,https://olympics.com/en/athletes/siyi-xie,Siyi XIE,People's Republic of China,CN,CHN
Diving,tokyo-2020,Women's Synchronised 10m Platform,Women,GOLD,GameTeam,China,https://olympics.com/en/athletes/yuxi-chen,Yuxi CHEN,People's Republic of China,CN,CHN
Diving,tokyo-2020,Women's Synchronised 10m Platform,Women,GOLD,GameTeam,China,https://olympics.com/en/athletes/jiaqi-zhang,Jiaqi ZHANG,People's Republic of China,CN,CHN
Diving,tokyo-2020,Women's Synchronised 10m Platform,Women,SILVER,GameTeam,United States,https://olympics.com/en/athletes/jessica-parratto,Jessica PARRATTO,United States of America,US,USA
Diving,tokyo-2020,Women's Synchronised 10m Platform,Women,SILVER,GameTeam,United States,https://olympics.com/en/athletes/delaney-schnell,Delaney SCHNELL,United States of America,US,USA
Diving,tokyo-2020,Women's Synchronised 10m Platform,Women,BRONZE,GameTeam,Mexico,https://olympics.com/en/athletes/gabriela-belem-agundez-garcia,Gabriela Belem AGUNDEZ GARCIA,Mexico,MX,MEX
Diving,tokyo-2020,Women's Synchronised 10m Platform,Women,BRONZE,GameTeam,Mexico,https://olympics.com/en/athletes/alejandra-orozco,Alejandra OROZCO,Mexico,MX,MEX
Diving,tokyo-2020,Women's 10m Platform,Women,SILVER,Athlete,,https://olympics.com/en/athletes/yuxi-chen,Yuxi CHEN,People's Republic of China,CN,CHN
Diving,tokyo-2020,Women's 10m Platform,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/melissa-wu,Melissa WU,Australia,AU,AUS
Diving,tokyo-2020,Women's 10m Platform,Women,GOLD,Athlete,,https://olympics.com/en/athletes/hongchan-quan,Hongchan QUAN,People's Republic of China,CN,CHN
Diving,tokyo-2020,Men's 10m Platform,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/thomas-daley,Thomas DALEY,Great Britain,GB,GBR
Diving,tokyo-2020,Men's 10m Platform,Men,SILVER,Athlete,,https://olympics.com/en/athletes/jian-yang-x3822,Jian YANG,People's Republic of China,CN,CHN
Diving,tokyo-2020,Men's 10m Platform,Men,GOLD,Athlete,,https://olympics.com/en/athletes/yuan-cao,Yuan CAO,People's Republic of China,CN,CHN
Diving,tokyo-2020,Women's 3m Springboard,Women,SILVER,Athlete,,https://olympics.com/en/athletes/han-wang,Han WANG,People's Republic of China,CN,CHN
Diving,tokyo-2020,Women's 3m Springboard,Women,GOLD,Athlete,,https://olympics.com/en/athletes/tingmao-shi,Tingmao SHI,People's Republic of China,CN,CHN
Diving,tokyo-2020,Women's 3m Springboard,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/krysta-palmer,Krysta PALMER,United States of America,US,USA
Canoe Sprint,tokyo-2020,Women's Canoe Single 200m,Women,SILVER,Athlete,,https://olympics.com/en/athletes/laurence-vincent-lapointe,Laurence VINCENT-LAPOINTE,Canada,CA,CAN
Canoe Sprint,tokyo-2020,Women's Canoe Single 200m,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/liudmyla-luzan,Liudmyla LUZAN,Ukraine,UA,UKR
Canoe Sprint,tokyo-2020,Women's Canoe Single 200m,Women,GOLD,Athlete,,https://olympics.com/en/athletes/nevin-harrison,Nevin HARRISON,United States of America,US,USA
Canoe Sprint,tokyo-2020,Men's Canoe Double 1000m,Men,GOLD,GameTeam,Cuba,https://olympics.com/en/athletes/serguey-torres,Serguey TORRES,Cuba,CU,CUB
Canoe Sprint,tokyo-2020,Men's Canoe Double 1000m,Men,GOLD,GameTeam,Cuba,https://olympics.com/en/athletes/fernando-dayan-jorge,Fernando Dayan JORGE,Cuba,CU,CUB
Canoe Sprint,tokyo-2020,Men's Canoe Double 1000m,Men,SILVER,GameTeam,China,https://olympics.com/en/athletes/hao-liu-x6188,Hao LIU,People's Republic of China,CN,CHN
Canoe Sprint,tokyo-2020,Men's Canoe Double 1000m,Men,SILVER,GameTeam,China,https://olympics.com/en/athletes/pengfei-zheng,Pengfei ZHENG,People's Republic of China,CN,CHN
Canoe Sprint,tokyo-2020,Men's Canoe Double 1000m,Men,BRONZE,GameTeam,Germany,https://olympics.com/en/athletes/sebastian-brendel,Sebastian BRENDEL,Germany,DE,GER
Canoe Sprint,tokyo-2020,Men's Canoe Double 1000m,Men,BRONZE,GameTeam,Germany,https://olympics.com/en/athletes/tim-hecker,Tim HECKER,Germany,DE,GER
Canoe Sprint,tokyo-2020,Men's Kayak Four 500m,Men,GOLD,GameTeam,Germany,,,Germany,DE,GER
Canoe Sprint,tokyo-2020,Men's Kayak Four 500m,Men,SILVER,GameTeam,Spain,,,Spain,ES,ESP
Canoe Sprint,tokyo-2020,Men's Kayak Four 500m,Men,BRONZE,GameTeam,Slovakia,,,Slovakia,SK,SVK
Canoe Sprint,tokyo-2020,Men's Kayak Double 1000m,Men,GOLD,GameTeam,Australia,https://olympics.com/en/athletes/jean-van-der-westhuyzen,Jean VAN DER WESTHUYZEN,Australia,AU,AUS
Canoe Sprint,tokyo-2020,Men's Kayak Double 1000m,Men,GOLD,GameTeam,Australia,https://olympics.com/en/athletes/thomas-green,Thomas GREEN,Australia,AU,AUS
Canoe Sprint,tokyo-2020,Men's Kayak Double 1000m,Men,SILVER,GameTeam,Germany,https://olympics.com/en/athletes/max-hoff,Max HOFF,Germany,DE,GER
Canoe Sprint,tokyo-2020,Men's Kayak Double 1000m,Men,SILVER,GameTeam,Germany,https://olympics.com/en/athletes/jacob-schopf,Jacob SCHOPF,Germany,DE,GER
Canoe Sprint,tokyo-2020,Men's Kayak Double 1000m,Men,BRONZE,GameTeam,Czech Republic,https://olympics.com/en/athletes/josef-dostal,Josef DOSTAL,Czech Republic,CZ,CZE
Canoe Sprint,tokyo-2020,Men's Kayak Double 1000m,Men,BRONZE,GameTeam,Czech Republic,https://olympics.com/en/athletes/radek-slouf,Radek SLOUF,Czech Republic,CZ,CZE
Canoe Sprint,tokyo-2020,Women's Kayak Single 200m,Women,GOLD,Athlete,,https://olympics.com/en/athletes/lisa-carrington,Lisa CARRINGTON,New Zealand,NZ,NZL
Canoe Sprint,tokyo-2020,Women's Kayak Single 200m,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/emma-jorgensen,Emma JORGENSEN,Denmark,DK,DEN
Canoe Sprint,tokyo-2020,Women's Kayak Single 200m,Women,SILVER,Athlete,,https://olympics.com/en/athletes/teresa-portela,Teresa PORTELA,Spain,ES,ESP
Canoe Sprint,tokyo-2020,Women's Canoe Double 500m,Women,GOLD,GameTeam,People's Republic of China,https://olympics.com/en/athletes/shixiao-xu,Shixiao XU,People's Republic of China,CN,CHN
Canoe Sprint,tokyo-2020,Women's Canoe Double 500m,Women,GOLD,GameTeam,People's Republic of China,https://olympics.com/en/athletes/mengya-sun,Mengya SUN,People's Republic of China,CN,CHN
Canoe Sprint,tokyo-2020,Women's Canoe Double 500m,Women,SILVER,GameTeam,Ukraine,https://olympics.com/en/athletes/liudmyla-luzan,Liudmyla LUZAN,Ukraine,UA,UKR
Canoe Sprint,tokyo-2020,Women's Canoe Double 500m,Women,SILVER,GameTeam,Ukraine,https://olympics.com/en/athletes/anastasiia-chetverikova,Anastasiia CHETVERIKOVA,Ukraine,UA,UKR
Canoe Sprint,tokyo-2020,Women's Canoe Double 500m,Women,BRONZE,GameTeam,Canada,https://olympics.com/en/athletes/laurence-vincent-lapointe,Laurence VINCENT-LAPOINTE,Canada,CA,CAN
Canoe Sprint,tokyo-2020,Women's Canoe Double 500m,Women,BRONZE,GameTeam,Canada,https://olympics.com/en/athletes/katie-vincent,Katie VINCENT,Canada,CA,CAN
Canoe Sprint,tokyo-2020,Women's Kayak Single 500m,Women,GOLD,Athlete,,https://olympics.com/en/athletes/lisa-carrington,Lisa CARRINGTON,New Zealand,NZ,NZL
Canoe Sprint,tokyo-2020,Women's Kayak Single 500m,Women,SILVER,Athlete,,https://olympics.com/en/athletes/tamara-csipes,Tamara CSIPES,Hungary,HU,HUN
Canoe Sprint,tokyo-2020,Women's Kayak Single 500m,Women,BRONZE,Athlete,,https://olympics.com/en/athletes/emma-jorgensen,Emma JORGENSEN,Denmark,DK,DEN
Canoe Sprint,tokyo-2020,Women's Kayak Four 500m,Women,GOLD,GameTeam,Hungary,,,Hungary,HU,HUN
Canoe Sprint,tokyo-2020,Women's Kayak Four 500m,Women,SILVER,GameTeam,Belarus,,,Belarus,BY,BLR
Canoe Sprint,tokyo-2020,Women's Kayak Four 500m,Women,BRONZE,GameTeam,Poland,,,Poland,PL,POL
Canoe Sprint,tokyo-2020,Men's Canoe Single 1000m,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/serghei-tarnovschi,Serghei TARNOVSCHI,Republic of Moldova,MD,MDA
Canoe Sprint,tokyo-2020,Men's Canoe Single 1000m,Men,SILVER,Athlete,,https://olympics.com/en/athletes/hao-liu-x6188,Hao LIU,People's Republic of China,CN,CHN
Canoe Sprint,tokyo-2020,Men's Canoe Single 1000m,Men,GOLD,Athlete,,https://olympics.com/en/athletes/isaquias-queiroz-dos-santos,Isaquias QUEIROZ DOS SANTOS,Brazil,BR,BRA
Canoe Sprint,tokyo-2020,Men's Kayak Single 1000m,Men,SILVER,Athlete,,https://olympics.com/en/athletes/adam-varga-x2538,Adam VARGA,Hungary,HU,HUN
Canoe Sprint,tokyo-2020,Men's Kayak Single 1000m,Men,GOLD,Athlete,,https://olympics.com/en/athletes/balint-kopasz,Balint KOPASZ,Hungary,HU,HUN
Canoe Sprint,tokyo-2020,Men's Kayak Single 1000m,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/fernando-pimenta,Fernando PIMENTA,Portugal,PT,POR
Canoe Sprint,tokyo-2020,Women's Kayak Double 500m,Women,GOLD,GameTeam,New Zealand,https://olympics.com/en/athletes/lisa-carrington,Lisa CARRINGTON,New Zealand,NZ,NZL
Canoe Sprint,tokyo-2020,Women's Kayak Double 500m,Women,GOLD,GameTeam,New Zealand,https://olympics.com/en/athletes/caitlin-ryan,Caitlin RYAN,New Zealand,NZ,NZL
Canoe Sprint,tokyo-2020,Women's Kayak Double 500m,Women,SILVER,GameTeam,Poland,https://olympics.com/en/athletes/karolina-naja,Karolina NAJA,Poland,PL,POL
Canoe Sprint,tokyo-2020,Women's Kayak Double 500m,Women,SILVER,GameTeam,Poland,https://olympics.com/en/athletes/anna-pulawska,Anna PULAWSKA,Poland,PL,POL
Canoe Sprint,tokyo-2020,Women's Kayak Double 500m,Women,BRONZE,GameTeam,Hungary,https://olympics.com/en/athletes/danuta-kozak,Danuta KOZAK,Hungary,HU,HUN
Canoe Sprint,tokyo-2020,Women's Kayak Double 500m,Women,BRONZE,GameTeam,Hungary,https://olympics.com/en/athletes/dora-bodonyi,Dora BODONYI,Hungary,HU,HUN
Canoe Sprint,tokyo-2020,Men's Kayak Single 200m,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/liam-heath,Liam HEATH,Great Britain,GB,GBR
Canoe Sprint,tokyo-2020,Men's Kayak Single 200m,Men,GOLD,Athlete,,https://olympics.com/en/athletes/sandor-totka,Sandor TOTKA,Hungary,HU,HUN
Canoe Sprint,tokyo-2020,Men's Kayak Single 200m,Men,SILVER,Athlete,,https://olympics.com/en/athletes/manfredi-rizza,Manfredi RIZZA,Italy,IT,ITA
